transformed_date,namespace_value,total_fees,mb_posted
2024-01-26,AAAAAAAAAAAAAAAAAAAAAAAAAAAACAgICAgICAg=,0.286239,5.340092
2024-01-10,AAAAAAAAAAAAAAAAAAAAAAAAAAAACAgICAgICAg=,0.26411399999999996,12.793138
2023-12-20,AAAAAAAAAAAAAAAAAAAAAAAAAGFzdHJvZ2x5cGg=,0.22426,13.039764
2024-01-22,AAAAAAAAAAAAAAAAAAAAAAAAAAAACLkdk+ILapw=,0.081347,3.362202
2023-11-21,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABERERE=,0.037654,0.007742
2024-02-03,AAAAAAAAAAAAAAAAAAAAAAAAAAB0Y2VsZXN0aWE=,0.029817000000000003,1.588943
2024-01-22,AAAAAAAAAAAAAAAAAAAAAAAAAAAADBuw7+PjGs8=,0.050192999999999988,2.652618
2024-01-25,AAAAAAAAAAAAAAAAAAAAAAAAAAAADBuw7+PjGs8=,0.032024000000000004,1.691034
2024-01-26,AAAAAAAAAAAAAAAAAAAAAAAAAAAADBuw7+PjGs8=,0.030005999999999998,1.580874
2023-11-13,AAAAAAAAAAAAAAAAAAAAAAAAAEJpDCBNOWAP3dM=,0.01596,3.4e-05
2024-01-20,AAAAAAAAAAAAAAAAAAAAAAAAAIZiad33fbxA7Z0=,9.9212609999999959,44.601962
2024-01-01,AAAAAAAAAAAAAAAAAAAAAAAAAIZiad33fbxA7Z0=,5.266388,22.797814
2024-01-25,AAAAAAAAAAAAAAAAAAAAAAAAAIZiad33fbxA7Z0=,4.3225719999999983,19.076552
2024-02-08,AAAAAAAAAAAAAAAAAAAAAAAAAAAABYTLU4hLOUU=,0.13324,6.793222
2023-12-30,AAAAAAAAAAAAAAAAAAAAAAAAAAAACAgICAgICAg=,0.17241100000000006,8.853085
2024-01-21,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAJBA=,0.21000000000000013,1.844549
2024-01-14,AAAAAAAAAAAAAAAAAAAAAAAAAAAACAgICAgICAg=,0.040098,0.417239
2024-02-08,AAAAAAAAAAAAAAAAAAAAAAAAAAAABqVjuNvNnoE=,0.023874,1.276801
2024-01-13,AAAAAAAAAAAAAAAAAAAAAAAAAAAACAgICAgICAg=,0.071567,0.347752
2024-01-16,AAAAAAAAAAAAAAAAAAAAAAAAAAAADBuw7+PjGs8=,0.013887,0.734929
,AAAAAAAAAAAAAAAAAAAAAAAAAAAAY2NsYWJzMDE=,6.160736,7.175544
2023-12-21,AAAAAAAAAAAAAAAAAAAAAAAAAAB0ZXN0c3BhY2U=,0.00016,3.4e-05
2023-12-19,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAdGZsb3c=,0.00016,2e-06
2024-02-08,AAAAAAAAAAAAAAAAAAAAAAAAAMod4SqXFNgavI8=,0.57260800000000023,1.702978
2024-01-19,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAJBA=,0.21600000000000014,1.988861
2024-01-13,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAJBA=,0.24600000000000016,3.465221
2024-02-01,AAAAAAAAAAAAAAAAAAAAAAAAAAAACLkdk+ILapw=,0.067983999999999989,2.641163
2024-01-28,AAAAAAAAAAAAAAAAAAAAAAAAAAAADE4vVvVyRsg=,0.056409000000000022,1.874661
2024-01-03,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAJBA=,0.04293099999999999,1.882565
2024-02-06,AAAAAAAAAAAAAAAAAAAAAAAAAIZiad33fbxA7Z0=,1.7692590000000001,7.257125
2024-02-06,AAAAAAAAAAAAAAAAAAAAAAAAAAAADNtEcdl1sYY=,0.030398,1.642211
2024-01-25,AAAAAAAAAAAAAAAAAAAAAAAAAAAAC07kntyDQ8A=,0.05156299999999997,1.82347
2024-01-16,AAAAAAAAAAAAAAAAAAAAAAAAAAAACLkdk+ILapw=,0.021970999999999994,0.888414
2024-01-16,AAAAAAAAAAAAAAAAAAAAAAAAAAAADNtEcdl1sYY=,0.020621999999999998,0.745671
2023-12-14,AAAAAAAAAAAAAAAAAAAAAAAAAD7oXf20+S/sEj0=,0.11901799999999993,0.553553
2023-12-31,AAAAAAAAAAAAAAAAAAAAAAAAAIZiad33fbxA7Z0=,6.8514310000000007,29.590205
2024-01-29,AAAAAAAAAAAAAAAAAAAAAAAAAAAACAgICAgICAg=,0.29355799999999993,5.436276
2024-02-04,AAAAAAAAAAAAAAAAAAAAAAAAAAAADBuw7+PjGs8=,0.028539,1.494712
2023-12-18,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEpvc2g=,0.001291,0.066788
2023-12-17,AAAAAAAAAAAAAAAAAAAAAAAAAAAATWVyY3lLZW4=,0.00016,8e-05
2023-12-24,AAAAAAAAAAAAAAAAAAAAAAAAAGFzdHJvZ2x5cGg=,0.011694,0.67912
2024-01-03,AAAAAAAAAAAAAAAAAAAAAAAAAGFzdHJvZ2x5cGg=,0.013616000000000001,0.782597
2023-11-22,AAAAAAAAAAAAAAAAAAAAAAAAAAAACOX2eb9xFss=,0.059999,0.061593
2024-01-20,AAAAAAAAAAAAAAAAAAAAAAAAAAAADNtEcdl1sYY=,0.065065999999999985,2.397668
2024-02-03,AAAAAAAAAAAAAAAAAAAAAAAAAIZiad33fbxA7Z0=,2.497085,10.48055
2024-01-28,AAAAAAAAAAAAAAAAAAAAAAAAAAAACAgICAgICAg=,0.29172399999999993,5.40323
2024-01-18,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAJBA=,1.182,10.966967
2023-12-20,AAAAAAAAAAAAAAAAAAAAAAAAAIZiad33fbxA7Z0=,1.9832910000000004,8.04914
2024-01-04,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAJBA=,0.389622,16.893821
2024-02-02,AAAAAAAAAAAAAAAAAAAAAAAAAAAABYTLU4hLOUU=,0.19047199999999995,9.718048
2024-01-08,AAAAAAAAAAAAAAAAAAAAAAAAAIZiad33fbxA7Z0=,4.8356839999999979,20.719869
2023-12-19,AAAAAAAAAAAAAAAAAAAAAAAAAIZiad33fbxA7Z0=,1.790111,7.360611
2024-02-07,AAAAAAAAAAAAAAAAAAAAAAAAAAAABqVjuNvNnoE=,0.035782,1.913645
2023-12-17,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGNpYXM=,0.001,8e-06
2024-01-31,AAAAAAAAAAAAAAAAAAAAAAAAAAAADNtEcdl1sYY=,0.041846000000000008,2.259877
2024-01-24,AAAAAAAAAAAAAAAAAAAAAAAAAAAABYTLU4hLOUU=,0.14725000000000005,7.254625
2024-01-27,AAAAAAAAAAAAAAAAAAAAAAAAAAAADE4vVvVyRsg=,0.056482000000000025,1.88275
2024-01-18,AAAAAAAAAAAAAAAAAAAAAAAAAAAACOX2eb9xFss=,0.26437399999999989,0.015446
2024-02-07,AAAAAAAAAAAAAAAAAAAAAAAAAAAADE4vVvVyRsg=,0.057893000000000021,1.927062
2024-01-16,AAAAAAAAAAAAAAAAAAAAAAAAAIZiad33fbxA7Z0=,3.9389920000000012,17.000081
2024-01-26,AAAAAAAAAAAAAAAAAAAAAAAAAAAAC07kntyDQ8A=,0.042730999999999991,1.48828
2024-01-31,AAAAAAAAAAAAAAAAAAAAAAAAAAAAC07kntyDQ8A=,0.052702999999999986,1.826113
2024-02-02,AAAAAAAAAAAAAAAAAAAAAAAAAAAAC07kntyDQ8A=,0.056045000000000005,1.909214
2024-01-16,AAAAAAAAAAAAAAAAAAAAAAAAAAB0Y2VsZXN0aWE=,0.047396000000000015,1.66963
2024-02-06,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAJBA=,0.784769,1.555435
2024-01-20,AAAAAAAAAAAAAAAAAAAAAAAAAAAADBuw7+PjGs8=,0.042901000000000009,2.259712
2024-01-15,AAAAAAAAAAAAAAAAAAAAAAAAAAAADNtEcdl1sYY=,0.00079499999999999992,0.044497
2023-11-22,AAAAAAAAAAAAAAAAAAAAAAAAAEJpDCBNOWAP3dM=,0.472847,0.511016
2024-01-29,AAAAAAAAAAAAAAAAAAAAAAAAAAAAC07kntyDQ8A=,0.053059999999999968,1.848468
2024-01-28,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAJBA=,1.635487,2.2812
2024-02-07,AAAAAAAAAAAAAAAAAAAAAAAAAIZiad33fbxA7Z0=,1.8453460000000002,7.615389
2024-01-30,AAAAAAAAAAAAAAAAAAAAAAAAAAAADE4vVvVyRsg=,0.057482000000000033,1.918224
2024-02-05,AAAAAAAAAAAAAAAAAAAAAAAAAAAADNtEcdl1sYY=,0.039923,2.156642
2024-01-31,AAAAAAAAAAAAAAAAAAAAAAAAAAAADBuw7+PjGs8=,0.038033,2.02825
2024-01-17,AAAAAAAAAAAAAAAAAAAAAAAAAAAABYTLU4hLOUU=,0.073286999999999977,2.842373
2023-12-20,AAAAAAAAAAAAAAAAAAAAAAAAAAAACAgICAgICAg=,0.063123000000000012,2.975642
2024-02-02,AAAAAAAAAAAAAAAAAAAAAAAAAAAADNtEcdl1sYY=,0.041416999999999995,2.235176
2023-12-18,AAAAAAAAAAAAAAAAAAAAAAAAAEJpDCBNOWAP3dM=,0.004412000000000001,0.23168
2023-12-25,AAAAAAAAAAAAAAAAAAAAAAAAAAAACAgICAgICAg=,0.270807,13.999637
2024-01-27,AAAAAAAAAAAAAAAAAAAAAAAAAAAACLkdk+ILapw=,0.062324000000000025,2.233346
2024-01-05,AAAAAAAAAAAAAAAAAAAAAAAAAAAACAgICAgICAg=,0.18941299999999997,9.766273
2024-01-07,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAJBA=,0.045619000000000007,2.005154
2024-02-07,AAAAAAAAAAAAAAAAAAAAAAAAAAAADBuw7+PjGs8=,0.24776,13.469537
2024-01-20,AAAAAAAAAAAAAAAAAAAAAAAAAAAACLkdk+ILapw=,0.063639,2.300416
2024-01-27,AAAAAAAAAAAAAAAAAAAAAAAAAAAABYTLU4hLOUU=,0.232112,12.153154
2023-11-21,AAAAAAAAAAAAAAAAAAAAAAAAAEJpDCBNOWAP3dM=,0.134123,0.13025
,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGpvc2g=,5.287892,6.166445
2024-01-27,AAAAAAAAAAAAAAAAAAAAAAAAAAAABqVjuNvNnoE=,0.034337,1.837025
,AAAAAAAAAAAAAAAAAAAAAAAAAAAA/HRDsVWSAVY=,0.042063,0.001521
2024-01-10,AAAAAAAAAAAAAAAAAAAAAAAAAEJpdGNvaW5FVEY=,0.005591,0.319696
2024-01-11,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABrZWs=,0.00016,3e-06
2024-01-11,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAJBA=,0.12900000000000009,2.297881
2024-01-24,AAAAAAAAAAAAAAAAAAAAAAAAAIZiad33fbxA7Z0=,5.0302869999999995,22.283034
2024-02-05,AAAAAAAAAAAAAAAAAAAAAAAAAAAACLkdk+ILapw=,0.049905999999999992,2.609669
2024-02-03,AAAAAAAAAAAAAAAAAAAAAAAAAAAACAgICAgICAg=,0.42995899999999992,8.524637
2024-01-28,AAAAAAAAAAAAAAAAAAAAAAAAAAAABYTLU4hLOUU=,0.3504509999999999,18.380455
2023-12-26,AAAAAAAAAAAAAAAAAAAAAAAAAAAACAgICAgICAg=,0.23076800000000008,11.861397
2024-01-25,AAAAAAAAAAAAAAAAAAAAAAAAAAAABYTLU4hLOUU=,0.236803,12.44804
2024-01-08,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAJBA=,0.043057999999999992,1.888563
2024-01-27,AAAAAAAAAAAAAAAAAAAAAAAAAIZiad33fbxA7Z0=,4.185353,18.408498
2024-02-03,AAAAAAAAAAAAAAAAAAAAAAAAAAAADBuw7+PjGs8=,0.031385,1.645395
2024-01-10,AAAAAAAAAAAAAAAAAAAAAAAAAAAARGlzbmV5VFY=,0.060294,3.529272
2024-01-15,AAAAAAAAAAAAAAAAAAAAAAAAAGFzdHJvZ2x5cGg=,0.068684,4.004917
2023-12-25,AAAAAAAAAAAAAAAAAAAAAAAAAIZiad33fbxA7Z0=,5.1543629999999983,22.275443
2024-01-24,AAAAAAAAAAAAAAAAAAAAAAAAAAAADE4vVvVyRsg=,0.056821000000000031,1.909011
2024-01-27,AAAAAAAAAAAAAAAAAAAAAAAAAAAACAgICAgICAg=,0.2860910000000001,5.305593
2024-01-05,AAAAAAAAAAAAAAAAAAAAAAAAAIZiad33fbxA7Z0=,5.5268010000000016,23.409106
2023-12-13,AAAAAAAAAAAAAAAAAAAAAAAAAABhc3Ryb3N0YXI=,0.15938499999999997,9.296795
2024-01-31,AAAAAAAAAAAAAAAAAAAAAAAAAAAADE4vVvVyRsg=,0.056754000000000034,1.905703
2024-01-12,AAAAAAAAAAAAAAAAAAAAAAAAAIZiad33fbxA7Z0=,4.335143,18.597986
2024-02-04,AAAAAAAAAAAAAAAAAAAAAAAAAAAABqVjuNvNnoE=,0.034159,1.825821
,AAAAAAAAAAAAAAAAAAAAAAAAAAAA3KKkhOlIrfw=,0.08706499999999999,0.003042
2024-01-22,AAAAAAAAAAAAAAAAAAAAAAAAAAAAC07kntyDQ8A=,0.052546999999999976,1.835418
2023-11-14,AAAAAAAAAAAAAAAAAAAAAAAAAAAACOX2eb9xFss=,0.091879999999999976,0.007953
2024-01-29,AAAAAAAAAAAAAAAAAAAAAAAAAAAADNtEcdl1sYY=,0.038914999999999991,2.096395
2024-01-23,AAAAAAAAAAAAAAAAAAAAAAAAAAAABqVjuNvNnoE=,0.034116000000000007,1.824386
2024-02-02,AAAAAAAAAAAAAAAAAAAAAAAAAAAABqVjuNvNnoE=,0.036714000000000011,1.958447
2024-01-25,AAAAAAAAAAAAAAAAAAAAAAAAAMFSQhPMNHvYhkk=,0.008799,0.00101
2023-12-27,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAJBA=,0.022011,0.972669
2023-12-27,AAAAAAAAAAAAAAAAAAAAAAAAAAAACAgICAgICAg=,0.20091200000000004,10.313822
2023-12-28,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAJBA=,0.39850399999999986,18.804984
2024-01-18,AAAAAAAAAAAAAAAAAAAAAAAAAAAABqVjuNvNnoE=,0.056766000000000011,1.886939
2024-02-04,AAAAAAAAAAAAAAAAAAAAAAAAAAAABYTLU4hLOUU=,0.19212299999999996,9.861567
2024-01-04,AAAAAAAAAAAAAAAAAAAAAAAAAAAACAgICAgICAg=,0.21844399999999997,11.539153
2024-02-07,AAAAAAAAAAAAAAAAAAAAAAAAAAAACLkdk+ILapw=,0.062472999999999987,3.303702
2024-01-23,AAAAAAAAAAAAAAAAAAAAAAAAAIZiad33fbxA7Z0=,4.997822,22.113568
2024-01-27,AAAAAAAAAAAAAAAAAAAAAAAAAAAAC07kntyDQ8A=,0.03375899999999999,1.509493
2024-02-05,AAAAAAAAAAAAAAAAAAAAAAAAAIZiad33fbxA7Z0=,2.448806,10.263231
2024-02-02,AAAAAAAAAAAAAAAAAAAAAAAAAAAACLkdk+ILapw=,0.049564999999999977,2.597955
2024-01-05,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEpvc2g=,0.099061999999999983,5.80103
2024-02-06,AAAAAAAAAAAAAAAAAAAAAAAAAAB0Y2VsZXN0aWE=,0.030552,1.623096
2024-01-10,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQmk=,0.00016,2e-06
2023-11-27,AAAAAAAAAAAAAAAAAAAAAAAAAEJpDCBNOWAP3dM=,0.00016,6e-06
2023-12-25,AAAAAAAAAAAAAAAAAAAAAAAAAEJpDCBNOWAP3dM=,0.056173000000000084,0.312912
2024-01-19,AAAAAAAAAAAAAAAAAAAAAAAAAAAABYTLU4hLOUU=,0.10881100000000002,4.961233
2024-01-24,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAJBA=,0.22500000000000014,1.966081
2024-01-15,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAJBA=,0.60900000000000043,5.27874
2023-12-29,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAJBA=,0.37506100000000003,18.278291
2024-02-01,AAAAAAAAAAAAAAAAAAAAAAAAAAAADE4vVvVyRsg=,0.05763200000000003,1.931591
2024-01-28,AAAAAAAAAAAAAAAAAAAAAAAAAAAABqVjuNvNnoE=,0.034058,1.820029
2023-12-21,AAAAAAAAAAAAAAAAAAAAAAAAAIZiad33fbxA7Z0=,2.0207740000000003,8.209458
2023-12-21,AAAAAAAAAAAAAAAAAAAAAAAAAGFzdHJvZ2x5cGg=,5.0060800000000016,291.522625
2023-12-24,AAAAAAAAAAAAAAAAAAAAAAAAAAAACAgICAgICAg=,0.26097000000000004,13.628485
2024-01-25,AAAAAAAAAAAAAAAAAAAAAAAAAAAACAgICAgICAg=,0.26254199999999994,4.96272
2024-01-23,AAAAAAAAAAAAAAAAAAAAAAAAAAAACAgICAgICAg=,0.289667,5.382471
2024-01-08,AAAAAAAAAAAAAAAAAAAAAAAAAAAACAgICAgICAg=,0.15749800000000003,7.58671
2024-01-26,AAAAAAAAAAAAAAAAAAAAAAAAAAAACLkdk+ILapw=,0.070695000000000022,2.727527
2024-02-05,AAAAAAAAAAAAAAAAAAAAAAAAAAB0Y2VsZXN0aWE=,0.030447000000000002,1.626702
2024-01-16,AAAAAAAAAAAAAAAAAAAAAAAAAAAAC07kntyDQ8A=,0.050126000000000004,1.83222
2023-12-14,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAABhc3Rybyo=,0.023325,1.316317
2023-12-14,AAAAAAAAAAAAAAAAAAAAAAAAAEJpDCBNOWAP3dM=,0.00144,1.8e-05
2024-01-13,AAAAAAAAAAAAAAAAAAAAAAAAAGFzdHJvZ2x5cGg=,0.006148,0.352542
2024-01-06,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQmk=,0.01,2e-06